PL,SKU,CATEGORY,SUB_CATEGORY
DELL8Q_PC_Laptop,8Q7A9QB,PC,Laptop
DELLDA_SUP_INK,DA247B,SUP,Ink
HPM0_SUP_INK,M0H51AA,SUP,Ink
HPC2_SUP_INK,C2P24AA,SUP,Ink
HPW2_SUP_TON,W2113X,SUP,Toner
HP4W_PH_IJ,4WF66A,PH,Inkjet
HPCE_SUP_TON,CE311A,SUP,Toner
HP64_PC_Monitor,64W51AA,PC,Monitor
DELL8L_PC_Desktop,8L772QB,PC,Desktop
HP65_PC_Monitor,65P57A6,PC,Monitor
HP40_PH_IJ,405W2C,PH,Inkjet
HP8L_PC_Laptop,8L129PA,PC,Laptop
HPCF_SUP_TON,CF512A,SUP,Toner
DELLDG_SUP_TON,DG622B,SUP,Toner
HPP2_SUP_INK,P2V27A,SUP,Ink
DELL4Y_PH_IJ,4YC88B,PH,Inkjet
HPZ7_SUP_TON,Z7Y91A,SUP,Toner
DELL0F_PC_Laptop,0F4L9QB,PC,Laptop
HPCZ_SUP_INK,CZ136A,SUP,Ink
HPCB_SUP_TON,CB543A,SUP,Toner
DELL85_PC_Laptop,854B2QB,PC,Laptop
DELL4X_SUP_INK,4XY47B,SUP,Ink
DELL08_PC_Desktop,088Q1QB,PC,Desktop
DELLDS_SUP_INK,DS423BB,SUP,Ink
DELLG0_SUP_INK,G0L26B,SUP,Ink
DELL8Q_PH_LJ,8QT95B,PH,Laserjet
HP7Y_PC_Laptop,7Y6U8PA,PC,Laptop
DELLDG_SUP_TON,DG473Y,SUP,Toner
HPA0_PC_Laptop,A00PNPA,PC,Laptop
DELL9G_PC_Laptop,9G9A6QB,PC,Laptop
DELLDO_SUP_INK,DO736BB,SUP,Ink
DELLDF_SUP_TON,DF421B,SUP,Toner
HP9E_PC_Laptop,9E3K9PA,PC,Laptop
DELLM1_SUP_INK,M1T68BB,SUP,Ink
HPCN_SUP_INK,CN635A,SUP,Ink
HPA4_PC_Laptop,A45Y6PA,PC,Laptop
DELL3Z_PH_IJ,3Z0I3B,PH,Inkjet
DELLDA_SUP_INK,DA748BB,SUP,Ink
DELLX2_SUP_TON,X2214BE,SUP,Toner
HPZ7_SUP_TON,Z7Y80A,SUP,Toner
HPW1_SUP_TON,W1335X,SUP,Toner
DELL92_PC_Laptop,92C58QB,PC,Laptop
DELL8K_PC_Desktop,8K291QB,PC,Desktop
HP6G_PH_LJ,6GX06A,PH,Laserjet
DELLDC_SUP_TON,DC653B,SUP,Toner
DELL9I_PC_Laptop,9I6E5QB,PC,Laptop
DELLD0_SUP_INK,D0491B,SUP,Ink
DELL0R_PC_Laptop,0R0N7QB,PC,Laptop
DELLM4_PH_IJ,M4V55B,PH,Inkjet
HP6U_PH_IJ,6UU47A,PH,Inkjet
DELL8X_PC_Laptop,8X586QB,PC,Laptop
HP67_PC_Desktop,67W19PA,PC,Desktop
DELL7G_PC_Desktop,7G078QB,PC,Desktop
DELLG7_SUP_INK,G7W37BB,SUP,Ink
HPCN_SUP_INK,CN625AA,SUP,Ink
DELLX2_SUP_TON,X2571B,SUP,Toner
HPT6_SUP_INK,T6L93AA,SUP,Ink
HP2E_PC_Monitor,2E2Y4A6,PC,Monitor
HP9Z_PC_Laptop,9Z835PA,PC,Laptop
DELLDA_SUP_INK,DA245B,SUP,Ink
DELL9L_PC_Laptop,9L9K2QB,PC,Laptop
HP9T_PC_Laptop,9T8K6PA,PC,Laptop
DELLX3_SUP_TON,X3103B,SUP,Toner
DELLD5_SUP_INK,D5921B,SUP,Ink
DELLDO_SUP_INK,DO730B,SUP,Ink
DELLDF_SUP_TON,DF425B,SUP,Toner
DELLDG_SUP_TON,DG323B,SUP,Toner
DELLDO_SUP_INK,DO158BB,SUP,Ink
DELL7Y_PC_Desktop,7Y4X4QB,PC,Desktop
DELL3X_PC_Desktop,3X064QB,PC,Desktop
HP3W_SUP_INK,3WX35A,SUP,Ink
HPC9_SUP_INK,C9371A,SUP,Ink
HPCH_SUP_INK,CH647A,SUP,Ink
DELL7Y_PC_Desktop,7Y0R1QB,PC,Desktop
HP3E_SUP_INK,3ED79A,SUP,Ink
DELL8Q_PC_Laptop,8Q815QB,PC,Laptop
DELLDG_SUP_TON,DG624B,SUP,Toner
HPQ5_SUP_TON,Q5949A,SUP,Toner
HPCE_SUP_TON,CE312A,SUP,Toner
DELLU9_PH_IJ,U9X29B,PH,Inkjet
HP7L_PC_Laptop,7L377PA,PC,Laptop
DELLU9_PH_IJ,U9X26B,PH,Inkjet
HP71_PH_LJ,714Z9A,PH,Laserjet
HPQ7_SUP_TON,Q7553A,SUP,Toner
HP5C_PC_Laptop,5C5M4PA,PC,Laptop
HPX4_SUP_INK,X4E75AA,SUP,Ink
HP8F_PC_Laptop,8F8Z6PA,PC,Laptop
DELL0V_PC_Laptop,0V3D2QB,PC,Laptop
HP8F_PC_Laptop,8F8Z0PA,PC,Laptop
HPCB_SUP_TON,CB540A,SUP,Toner
HP7K_PC_Desktop,7K659PA,PC,Desktop
HP1P_PH_LJ,1PV87A,PH,Laserjet
DELL49_PH_LJ,492V5B,PH,Laserjet
DELLD3_SUP_INK,D3Q36BB,SUP,Ink
HP3Y_SUP_INK,3YP94AA,SUP,Ink
DELL55_PC_Desktop,55W95QB,PC,Desktop
HP70_PC_Laptop,701H5PA,PC,Laptop
DELLDA_SUP_INK,DA235BB,SUP,Ink
HP82_PC_Laptop,821P0PA,PC,Laptop
DELLDG_SUP_TON,DG474Y,SUP,Toner
HPCF_SUP_TON,CF352A,SUP,Toner
HPZ7_SUP_TON,Z7Y72A,SUP,Toner
HP64_PC_Monitor,64X69AA,PC,Monitor
DELLB5_PC_Laptop,B56Z8QB,PC,Laptop
DELLB1_PC_Laptop,B11QOQB,PC,Laptop
DELL9G_PC_Laptop,9G9Z0QB,PC,Laptop
DELLC4_SUP_INK,C4Q20B,SUP,Ink
HP16_PC_Monitor,169L0AA,PC,Monitor
DELLDG_SUP_TON,DG474B,SUP,Toner
DELL89_PC_Desktop,891B6QB,PC,Desktop
HP6K_PH_IJ,6KD26A,PH,Inkjet
HPCZ_SUP_INK,CZ638AA,SUP,Ink
HP7Q_PC_Laptop,7Q6Z3PA,PC,Laptop
HPCZ_SUP_INK,CZ134A,SUP,Ink
DELL93_PC_Laptop,932N4QB,PC,Laptop
HP9X_PC_Laptop,9X3L6PA,PC,Laptop
HPCE_SUP_TON,CE390A,SUP,Toner
DELLDG_SUP_TON,DG511B,SUP,Toner
HP83_PC_Laptop,834T9PA,PC,Laptop
HP8L_PC_Laptop,8L152PA,PC,Laptop
HP6K_PC_Laptop,6K9C3PA,PC,Laptop
DELLM1_SUP_INK,M1T74BB,SUP,Ink
HP9W_PC_Laptop,9W6U6PA,PC,Laptop
DELLDI_SUP_INK,DI673AA,SUP,Ink
DELLDG_SUP_TON,DG463B,SUP,Toner
DELL8X_PH_IJ,8XR17C,PH,Inkjet
DELLR8_SUP_TON,R8664B,SUP,Toner
HP3D_PH_IJ,3D4L3A,PH,Inkjet
DELLDF_SUP_TON,DF513B,SUP,Toner
HP8C_PC_Laptop,8C5H5PA,PC,Laptop
HP7K_PC_Desktop,7K667PA,PC,Desktop
HPCN_SUP_INK,CN629A,SUP,Ink
HPW2_SUP_TON,W2040A,SUP,Toner
HPW1_SUP_TON,W1520A,SUP,Toner
DELL9Y_PC_Laptop,9Y2U9QB,PC,Laptop
DELL92_PC_Desktop,92U91QB,PC,Desktop
HPW2_SUP_TON,W2111A,SUP,Toner
DELL61_PC_Laptop,61N73QB,PC,Laptop
HPCF_SUP_TON,CF341A,SUP,Toner
DELL74_PC_Desktop,746B5QB,PC,Desktop
DELL9M_PC_Laptop,9M263QB,PC,Laptop
DELL8Q_PC_Laptop,8Q814QB,PC,Laptop
DELLU7_SUP_INK,U7N12BB,SUP,Ink
DELLDI_SUP_INK,DI758B,SUP,Ink
HP2Z_PH_LJ,2Z633A,PH,Laserjet
DELL8L_PH_LJ,8LX67B,PH,Laserjet
DELLDG_SUP_TON,DG367Y,SUP,Toner
DELLY5_SUP_INK,Y5F80BB,SUP,Ink
HP8U_PC_Laptop,8U6Y8PA,PC,Laptop
HP84_PC_Desktop,843D2PA,PC,Desktop
HP6X_PC_Desktop,6X4B5PA,PC,Desktop
HPCF_SUP_TON,CF277A,SUP,Toner
HP3Y_SUP_INK,3YM76AA,SUP,Ink
DELLX3_SUP_TON,X3223B,SUP,Toner
HPCN_SUP_INK,CN692AA,SUP,Ink
DELL9G_PC_Laptop,9G7D5QB,PC,Laptop
HP5H_PH_IJ,5HB10A,PH,Inkjet
DELL7E_PC_Monitor,7E9H0B7,PC,Monitor
HP7J_PC_Desktop,7J174PA,PC,Desktop
DELL4Z_SUP_INK,4ZQ05BB,SUP,Ink
HPCF_SUP_TON,CF230A,SUP,Toner
DELL8M_PC_Laptop,8M144QB,PC,Laptop
DELL8T_PC_Laptop,8T5O8QB,PC,Laptop
DELLD0_SUP_INK,D0482B,SUP,Ink
DELLX3_SUP_TON,X3424B,SUP,Toner
DELL9M_PC_Laptop,9M257QB,PC,Laptop
HPA0_PC_Laptop,A0EH4PA,PC,Laptop
DELLM1_SUP_TON,M1I36B,SUP,Toner
DELL9G_PC_Laptop,9G7D6QB,PC,Laptop
DELL65_PH_IJ,65S61C,PH,Inkjet
DELLX3_SUP_TON,X3421B,SUP,Toner
HPCE_SUP_TON,CE740A,SUP,Toner
HPCF_SUP_TON,CF403A,SUP,Toner
DELL8Q_PH_LJ,8QT93B,PH,Laserjet
HPC9_SUP_INK,C9384A,SUP,Ink
HP64_PC_Monitor,64V81AA,PC,Monitor
HP3W_SUP_INK,3WX37A,SUP,Ink
DELL8L_PC_Desktop,8L3Q8QB,PC,Desktop
HPT6_SUP_INK,T6L97AA,SUP,Ink
HP49_SUP_INK,498P2A,SUP,Ink
HP3W_SUP_INK,3WX38A,SUP,Ink
DELLDI_SUP_INK,DI675AA,SUP,Ink
HP7K_PC_Desktop,7K1G3PA,PC,Desktop
HPL3_PH_IJ,L3U44A,PH,Inkjet
DELL9V_PC_Laptop,9V2I7QB,PC,Laptop
HPCF_SUP_TON,CF232A,SUP,Toner
HP6C_PC_Desktop,6C3G2PA,PC,Desktop
HPCZ_SUP_INK,CZ107AA,SUP,Ink
DELL7M_PC_Laptop,7M1M2QB,PC,Laptop
DELL2G_PH_IJ,2G4X4B,PH,Inkjet
HP6H_PC_Desktop,6H1X2PA,PC,Desktop
HPA0_PC_Laptop,A00PPPA,PC,Laptop
HPT6_SUP_INK,T6M13AA,SUP,Ink
DELL4Z_SUP_INK,4ZN83BB,SUP,Ink
DELL9D_PC_Laptop,9D5S0QB,PC,Laptop
HP8F_PC_Laptop,8F6D4PA,PC,Laptop
HP67_PC_Laptop,67V50PA,PC,Laptop
HP7K_PC_Desktop,7K2P7PA,PC,Desktop
DELLX3_SUP_TON,X3224Y,SUP,Toner
HPCE_SUP_TON,CE323A,SUP,Toner
DELLDG_SUP_TON,DG343B,SUP,Toner
HP8C_PC_Laptop,8C4R6PA,PC,Laptop
DELL98_PC_Laptop,98C68QB,PC,Laptop
DELLDG_SUP_TON,DG325B,SUP,Toner
DELLX3_SUP_TON,X3104B,SUP,Toner
DELL7V_PH_IJ,7VV59B,PH,Inkjet
HP8U_PC_Laptop,8U6Z7PA,PC,Laptop
DELL7K_PC_Desktop,7K1Z0QB,PC,Desktop
DELLDI_SUP_INK,DI672AA,SUP,Ink
HPCF_SUP_TON,CF214A,SUP,Toner
HPC9_SUP_INK,C9373A,SUP,Ink
DELL4E_PH_IJ,4E5M4B,PH,Inkjet
HPF9_SUP_INK,F9K05A,SUP,Ink
DELL7H_PH_LJ,7HX75B,PH,Laserjet
HP3W_SUP_INK,3WX19A,SUP,Ink
HPW2_SUP_TON,W2093A,SUP,Toner
DELL8N_PC_Laptop,8N760QB,PC,Laptop
HP49_SUP_INK,498N6A,SUP,Ink
HPC9_SUP_INK,C9352AA,SUP,Ink
DELLX3_SUP_TON,X3411B,SUP,Toner
DELL51_PC_Monitor,51A37BB,PC,Monitor
HP2H_PC_Monitor,2H0N1AA,PC,Monitor
HPCN_SUP_INK,CN048AA,SUP,Ink
HPT6_SUP_INK,T6M17AA,SUP,Ink
DELL80_PC_Desktop,80V95QB,PC,Desktop
HP3W_SUP_INK,3WX13A,SUP,Ink
DELL49_PC_Desktop,490B2QB,PC,Desktop
DELL91_PC_Laptop,916Y3QB,PC,Laptop
HPX4_SUP_INK,X4E78AA,SUP,Ink
HP71_PH_LJ,715A5A,PH,Laserjet
DELLD0_SUP_INK,D0569B,SUP,Ink
HP3Y_SUP_INK,3YM73AA,SUP,Ink
DELL4F_PH_IJ,4FL26B,PH,Inkjet
HPF9_SUP_INK,F9K16A,SUP,Ink
DELLDG_SUP_TON,DG476B,SUP,Toner
HPW2_SUP_TON,W2300A,SUP,Toner
HP8F_PC_Laptop,8F6K1PA,PC,Laptop
DELLDG_SUP_TON,DG339B,SUP,Toner
DELL9V_PC_Laptop,9V7Z2QB,PC,Laptop
DELL2Q_PH_LJ,2QW98B,PH,Laserjet
DELL8A_PC_Laptop,8A2Q0QB,PC,Laptop
HPW1_SUP_TON,W1460X,SUP,Toner
HP7L_PC_Desktop,7L856PA,PC,Desktop
DELL8K_PC_Desktop,8K2T6QB,PC,Desktop
DELL7M_PC_Laptop,7M1L0QB,PC,Laptop
HP6K_PC_Laptop,6K9C5PA,PC,Laptop
HP6F_PC_Desktop,6F967PA,PC,Desktop
DELL51_PH_IJ,515M8D,PH,Inkjet
DELLDG_SUP_TON,DG380B,SUP,Toner
DELLX3_SUP_TON,X3412B,SUP,Toner
DELLX3_SUP_TON,X3102B,SUP,Toner
HPCF_SUP_TON,CF365A,SUP,Toner
DELL7D_PC_Desktop,7D4H3QB,PC,Desktop
HP2Z_PH_LJ,2Z634A,PH,Laserjet
DELL2G_PH_IJ,2G4Z3B,PH,Inkjet
HP8L_PC_Laptop,8L130PA,PC,Laptop
HPCF_SUP_TON,CF237A,SUP,Toner
HPB3_SUP_INK,B3P06A,SUP,Ink
DELL7O_PC_Monitor,7O5F3BB,PC,Monitor
DELLB1_PC_Laptop,B14DIQB,PC,Laptop
HPF6_SUP_INK,F6V20AA,SUP,Ink
DELL5B_PH_IJ,5B9E5B,PH,Inkjet
HPCF_SUP_TON,CF510A,SUP,Toner
HPP2_SUP_INK,P2V83A,SUP,Ink
DELL0E_PC_Laptop,0E4O6QB,PC,Laptop
HP8L_PC_Laptop,8L8P2PA,PC,Laptop
DELL95_PC_Desktop,954C7QB,PC,Desktop
HP81_PC_Laptop,81H51PA,PC,Laptop
DELL8L_PC_Desktop,8L2I5QB,PC,Desktop
HP8L_PC_Laptop,8L146PA,PC,Laptop
DELLQ3_SUP_INK,Q3W79B,SUP,Ink
DELL8R_PC_Laptop,8R7A3QB,PC,Laptop
HP2Z_PH_LJ,2Z613A,PH,Laserjet
HP3Y_SUP_INK,3YP93AA,SUP,Ink
HP3E_SUP_INK,3ED43A,SUP,Ink
HPCN_SUP_INK,CN633A,SUP,Ink
DELL0V_PC_Laptop,0V211QB,PC,Laptop
HP1F_PH_IJ,1F3Y2A,PH,Inkjet
HP4S_PH_IJ,4SB24A,PH,Inkjet
DELL7Y_PC_Desktop,7Y5C6QB,PC,Desktop
HP38_PH_LJ,381U2A,PH,Laserjet
HPCF_SUP_TON,CF213A,SUP,Toner
DELL6I_PH_IJ,6IC17B,PH,Inkjet
DELL8M_PC_Desktop,8M967QB,PC,Desktop
DELL4Z_SUP_INK,4ZN29BB,SUP,Ink
HP6X_PC_Desktop,6X9S0PA,PC,Desktop
DELLDG_SUP_TON,DG321B,SUP,Toner
HPL0_SUP_INK,L0S54AA,SUP,Ink
DELLDG_SUP_TON,DG398B,SUP,Toner
DELL5T_PH_IJ,5TC35B,PH,Inkjet
DELL69_PH_IJ,699K9C,PH,Inkjet
HPT8_PH_IJ,T8W16A,PH,Inkjet
HP3E_SUP_INK,3ED68A,SUP,Ink
DELL4Z_SUP_INK,4ZN84BB,SUP,Ink
DELLDG_SUP_TON,DG345B,SUP,Toner
DELLDA_SUP_INK,DA241B,SUP,Ink
HP7J_PC_Desktop,7J2M3PA,PC,Desktop
HP3W_SUP_INK,3WX07A,SUP,Ink
HP38_PC_Desktop,389A1PA,PC,Desktop
HP5H_PH_LJ,5HH65A,PH,Laserjet
HP8F_PC_Desktop,8F6D4PA,PC,Desktop
HP8L_PC_Desktop,8L107PA,PC,Desktop
HP8L_PC_Laptop,8L8P5PA,PC,Laptop
DELL8Z_PC_Laptop,8Z7V7QB,PC,Laptop
DELLDG_SUP_TON,DG514B,SUP,Toner
DELL8I_PC_Desktop,8I1Z8QB,PC,Desktop
HP49_SUP_INK,498N7A,SUP,Ink
DELLB1_PC_Laptop,B1FI5QB,PC,Laptop
HPCF_SUP_TON,CF231A,SUP,Toner
DELL9G_PC_Laptop,9G7E4QB,PC,Laptop
HP3W_SUP_INK,3WX21A,SUP,Ink
HP9D_PC_Laptop,9D3P1PA,PC,Laptop
HPW2_SUP_TON,W2092A,SUP,Toner
DELL4X_SUP_INK,4XY18B,SUP,Ink
HPCF_SUP_TON,CF380A,SUP,Toner
DELL3A_PH_LJ,3A743B,PH,Laserjet
HPCF_SUP_TON,CF413A,SUP,Toner
HPZ7_SUP_TON,Z7Y88A,SUP,Toner
DELLX2_SUP_TON,X2446Y,SUP,Toner
HP92_PC_Desktop,92Z21PA,PC,Desktop
HP74_PC_Laptop,743A1PA,PC,Laptop
DELL0U_PC_Laptop,0U9L9QB,PC,Laptop
DELL4F_SUP_INK,4FE30B,SUP,Ink
HP3Y_SUP_INK,3YP17AA,SUP,Ink
HP88_PC_Desktop,88Z16PA,PC,Desktop
DELL9M_PC_Laptop,9M258QB,PC,Laptop
HPW3_PH_IJ,W3Z72A,PH,Inkjet
HP7J_PC_Desktop,7J180PA,PC,Desktop
HP6K_PC_Laptop,6K7U2PA,PC,Laptop
DELL4Y_PH_IJ,4YC89B,PH,Inkjet
DELL8L_SUP_INK,8L4X0BB,SUP,Ink
DELL6I_PH_LJ,6II76B,PH,Laserjet
DELLY5_SUP_INK,Y5F89BB,SUP,Ink
DELLDA_SUP_INK,DA219BB,SUP,Ink
HP8U_PC_Laptop,8U6Z2PA,PC,Laptop
DELL61_PC_Laptop,61N74QB,PC,Laptop
DELLA0_SUP_TON,A0N18B,SUP,Toner
HP81_PC_Laptop,81H48PA,PC,Laptop
HPP2_SUP_INK,P2V62A,SUP,Ink
DELLM1_SUP_INK,M1T35BB,SUP,Ink
DELLDD_SUP_TON,DD499B,SUP,Toner
DELLG0_SUP_INK,G0K89B,SUP,Ink
DELL0X_PC_Laptop,0X7V7QB,PC,Laptop
HP3J_SUP_INK,3JA78AA,SUP,Ink
HPCE_SUP_TON,CE285A,SUP,Toner
DELL9Y_PC_Laptop,9Y160QB,PC,Laptop
DELL5L_SUP_INK,5L1W0QB,SUP,Ink
HP8U_PC_Laptop,8U6Y1PA,PC,Laptop
HP9U_PC_Laptop,9U100PA,PC,Laptop
DELL5A_PH_LJ,5AC07B,PH,Laserjet
HPL3_PH_IJ,L3U43A,PH,Inkjet
HP7P_PC_Laptop,7P703PA,PC,Laptop
HPCF_SUP_TON,CF363X,SUP,Toner
DELL7D_PC_Desktop,7D4H2QB,PC,Desktop
HP67_PC_Laptop,678M8PA,PC,Laptop
HP5S_PH_IJ,5SE26B,PH,Inkjet
HP6L_PC_Laptop,6L0L0PA,PC,Laptop
DELL92_PC_Laptop,92I59QB,PC,Laptop
DELL7H_PC_Desktop,7H786QB,PC,Desktop
HP53_PH_IJ,537P5C,PH,Inkjet
DELL8R_PC_Laptop,8R7Z0QB,PC,Laptop
HPC2_SUP_INK,C2P22AA,SUP,Ink
DELL92_PC_Laptop,92I62QB,PC,Laptop
DELLDF_SUP_TON,DF854B,SUP,Toner
HP1H_PC_Monitor,1H849A6,PC,Monitor
HP6N_PC_Monitor,6N4D6AA,PC,Monitor
DELL0E_PC_Laptop,0E1L8QB,PC,Laptop
HPC9_SUP_INK,C9406A,SUP,Ink
DELLD0_SUP_INK,D0515B,SUP,Ink
HP78_PC_Desktop,782M0PA,PC,Desktop
HPT6_SUP_INK,T6L89AA,SUP,Ink
DELL6I_PH_LJ,6II59B,PH,Laserjet
HP7K_SUP_INK,7K3W9AA,SUP,Ink
HP78_PC_Desktop,782N1PA,PC,Desktop
HP4A_PH_IJ,4A8D9A,PH,Inkjet
DELL9G_PC_Desktop,9G5D6QB,PC,Desktop
DELLD3_SUP_INK,D3Q16BB,SUP,Ink
HP3J_SUP_INK,3JA79AA,SUP,Ink
HP9Y_PC_Laptop,9Y0Y6PA,PC,Laptop
DELLM1_SUP_INK,M1T71BB,SUP,Ink
HP6N_PC_Monitor,6N6E9AA,PC,Monitor
HPF9_SUP_INK,F9K15A,SUP,Ink
DELL8A_PC_Laptop,8A592QB,PC,Laptop
HPCH_SUP_INK,CH561ZZ,SUP,Ink
DELL9Z_PC_Laptop,9Z7A9QB,PC,Laptop
HP90_PC_Laptop,90N54PA,PC,Laptop
DELL75_PC_Monitor,75X52BB,PC,Monitor
DELL02_PC_Laptop,02S12QB,PC,Laptop
DELLX2_SUP_TON,X2215B,SUP,Toner
DELL7V_PH_IJ,7VV58B,PH,Inkjet
HP3J_SUP_INK,3JA77AA,SUP,Ink
DELLD3_SUP_INK,D3Q35BB,SUP,Ink
HP3W_SUP_INK,3WX15A,SUP,Ink
DELLDA_PH_LJ,DA285B,PH,Laserjet
HP8Y_PC_Laptop,8Y6Z8PA,PC,Laptop
HP84_PC_Desktop,843B6PA,PC,Desktop
DELLA0_SUP_TON,A0N12B,SUP,Toner
DELL8M_PC_Laptop,8M146QB,PC,Laptop
DELL9Z_PC_Laptop,9Z090QB,PC,Laptop
DELLDI_SUP_INK,DI676B,SUP,Ink
DELL92_PC_Desktop,92U80QB,PC,Desktop
DELLU7_SUP_INK,U7M04BB,SUP,Ink
DELL8R_PC_Laptop,8R7A4QB,PC,Laptop
HPC4_SUP_INK,C4810A,SUP,Ink
HPW2_SUP_TON,W2113A,SUP,Toner
DELLG0_SUP_INK,G0L27B,SUP,Ink
DELLDF_SUP_TON,DF852B,SUP,Toner
HPCE_SUP_TON,CE515A,SUP,Toner
HP9Q_PC_Laptop,9Q9M6PA,PC,Laptop
DELL8R_PC_Laptop,8R7A1QB,PC,Laptop
DELL7A_SUP_INK,7AE42BB,SUP,Ink
HP7Y_PC_Laptop,7Y6U6PA,PC,Laptop
HPCN_SUP_INK,CN047AA,SUP,Ink
HP3Y_SUP_INK,3YM70AA,SUP,Ink
HP7P_PC_Laptop,7P6Z8PA,PC,Laptop
HPCZ_SUP_INK,CZ135A,SUP,Ink
HP78_PC_Desktop,780A6PA,PC,Desktop
HP87_PC_Desktop,87G01PA,PC,Desktop
DELL4Z_SUP_INK,4ZN33BB,SUP,Ink
HPCF_SUP_TON,CF279A,SUP,Toner
DELL0A_PC_Laptop,0A946QB,PC,Laptop
HP40_PC_Monitor,40Z26AA,PC,Monitor
HPZ7_SUP_TON,Z7Y90A,SUP,Toner
DELL5T_SUP_INK,5T7Y6QB,SUP,Ink
DELLDF_SUP_TON,DF389BG,SUP,Toner
HP9W_PC_Laptop,9W6U8PA,PC,Laptop
HPL0_SUP_INK,L0S60AA,SUP,Ink
HP3E_SUP_INK,3ED49A,SUP,Ink
HPQ2_SUP_TON,Q2612A,SUP,Toner
DELL9B_PH_LJ,9BG56B,PH,Laserjet
DELL95_PC_Desktop,95I64QB,PC,Desktop
HPZ7_SUP_TON,Z7Y85A,SUP,Toner
HPT6_SUP_INK,T6M09AA,SUP,Ink
DELLDO_SUP_INK,DO744B,SUP,Ink
DELLDI_SUP_INK,DI757B,SUP,Ink
HPC2_SUP_INK,C2P25AA,SUP,Ink
DELL4Z_SUP_INK,4ZN87BB,SUP,Ink
HP7Q_PC_Laptop,7Q6Z8PA,PC,Laptop
DELL4F_SUP_INK,4FE55B,SUP,Ink
DELL9R_PC_Laptop,9R4Y6QB,PC,Laptop
DELL9B_PH_LJ,9BG63B,PH,Laserjet
DELL7D_PC_Desktop,7D4H7QB,PC,Desktop
DELL95_PC_Desktop,95K19QB,PC,Desktop
DELLD3_SUP_INK,D3Q32BB,SUP,Ink
DELL7K_PC_Laptop,7K3U9QB,PC,Laptop
HP7P_PC_Desktop,7P0W4PA,PC,Desktop
HP4K_SUP_INK,4K0V7PA,SUP,Ink
HP3E_PH_IJ,3EK13A,PH,Inkjet
HPA0_PC_Laptop,A03CKPA,PC,Laptop
HP7Y_PC_Laptop,7Y6U1PA,PC,Laptop
DELL5Z_PC_Laptop,5Z1M3FD,PC,Laptop
HP9R_PC_Desktop,9R4N9PA,PC,Desktop
HP3W_SUP_INK,3WX06A,SUP,Ink
HP8F_PC_Desktop,8F4C9PA,PC,Desktop
HPW2_SUP_TON,W2302A,SUP,Toner
HPCF_SUP_TON,CF411A,SUP,Toner
DELLG0_SUP_INK,G0K78B,SUP,Ink
HPCE_SUP_TON,CE313A,SUP,Toner
HPCH_SUP_INK,CH645A,SUP,Ink
HPCE_SUP_TON,CE402A,SUP,Toner
HP8F_PC_Laptop,8F6K2PA,PC,Laptop
HP65_PC_Monitor,65P59A6,PC,Monitor
HPCF_SUP_TON,CF351A,SUP,Toner
HPC9_SUP_INK,C9372A,SUP,Ink
DELL9G_PC_Laptop,9G7D9QB,PC,Laptop
DELLX2_SUP_TON,X2223B,SUP,Toner
DELL46_PC_Monitor,467E7BB,PC,Monitor
DELLDD_SUP_INK,DD754AA,SUP,Ink
HPCR_SUP_INK,CR312AA,SUP,Ink
DELL9V_PC_Laptop,9V7A8QB,PC,Laptop
HP9C_PC_Laptop,9C9E1PA,PC,Laptop
DELLDG_SUP_TON,DG391B,SUP,Toner
DELL89_PC_Desktop,893O1QB,PC,Desktop
HP7K_PC_Laptop,7K5J8PA,PC,Laptop
HPCZ_SUP_INK,CZ130A,SUP,Ink
DELL4F_SUP_INK,4FE80B,SUP,Ink
DELLB5_PC_Laptop,B56Z7QB,PC,Laptop
DELL99_PC_Desktop,99A27QB,PC,Desktop
HPCF_SUP_TON,CF362X,SUP,Toner
HP7Z_PC_Laptop,7Z1P8PA,PC,Laptop
DELLD3_SUP_INK,D3Q31BB,SUP,Ink
HP67_PC_Desktop,67U65PA,PC,Desktop
HP6C_PC_Desktop,6C3G1PA,PC,Desktop
DELL4K_SUP_INK,4KB88BB,SUP,Ink
DELL8Y_PC_Desktop,8Y0L1QB,PC,Desktop
DELLX2_SUP_TON,X2771B,SUP,Toner
DELL3S_PH_IJ,3SN93B,PH,Inkjet
HP6J_PC_Desktop,6J0Y9PA,PC,Desktop
HP7K_PH_LJ,7KW56A,PH,Laserjet
DELLDF_SUP_TON,DF432B,SUP,Toner
HP4Y_PC_Laptop,4Y0L2EC,PC,Laptop
DELL8Z_PC_Laptop,8Z7V0QB,PC,Laptop
DELL7Q_PC_Monitor,7QB61B5,PC,Monitor
DELLB1_PC_Laptop,B11QRQB,PC,Laptop
DELL4Z_SUP_INK,4ZN81BB,SUP,Ink
HP8F_PC_Desktop,8F4C5PA,PC,Desktop
DELL5A_PH_LJ,5AC06B,PH,Laserjet
HPC2_SUP_INK,C2P06AA,SUP,Ink
DELL8Z_PC_Laptop,8Z7V2QB,PC,Laptop
HP9R_PC_Laptop,9R291PA,PC,Laptop
DELL9V_PC_Laptop,9V7Y9QB,PC,Laptop
DELL9V_PC_Laptop,9V7Z9QB,PC,Laptop
HPZ9_SUP_TON,Z9M01A,SUP,Toner
DELL69_PH_IJ,699M4E,PH,Inkjet
DELL9M_PC_Laptop,9M256QB,PC,Laptop
HP7N_PC_Laptop,7N760PA,PC,Laptop
